"batsman","bowler","P0","P1","P2","P3","P4","P6"
"HH Pandya","DT Christian",0.4,0.4,0.2,0,0,0
"HH Pandya","GB Hogg",1,0,0,0,0,0
"HH Pandya","I Sharma",0.642857142857143,0,0,0,0.285714285714286,0.0714285714285714
"HH Pandya","Imran Tahir",0.333333333333333,0.666666666666667,0,0,0,0
"HH Pandya","Iqbal Abdulla",0,1,0,0,0,0
"HH Pandya","JD Unadkat",0.6,0,0,0,0.4,0
"HH Pandya","JP Faulkner",0,1,0,0,0,0
"HH Pandya","K Rabada",0.666666666666667,0.166666666666667,0,0.0833333333333333,0,0.0833333333333333
"HH Pandya","Kuldeep Yadav",0.428571428571429,0.285714285714286,0.285714285714286,0,0,0
"HH Pandya","KW Richardson",0.5,0.5,0,0,0,0
"HH Pandya","LH Ferguson",1,0,0,0,0,0
"HH Pandya","MC Henriques",0.375,0.625,0,0,0,0
"HH Pandya","MG Johnson",0,0,0,0,1,0
"HH Pandya","MJ Henry",0,0.333333333333333,0,0,0,0.666666666666667
"HH Pandya","MM Sharma",0.5,0.5,0,0,0,0
"HH Pandya","Mohammad Nabi",0.6,0.4,0,0,0,0
"HH Pandya","Mohammed Siraj",0.75,0,0,0.25,0,0
"HH Pandya","MR Marsh",1,0,0,0,0,0
"HH Pandya","Mustafizur Rahman",0.5,0.5,0,0,0,0
"HH Pandya","NM Coulter-Nile",1,0,0,0,0,0
"HH Pandya","P Kumar",0.4,0.4,0,0,0.2,0
"HH Pandya","P Negi",0.4,0,0,0,0,0.6
"HH Pandya","PJ Cummins",0.384615384615385,0.384615384615385,0,0,0.0769230769230769,0.153846153846154
"HH Pandya","PP Chawla",0.25,0.75,0,0,0,0
"HH Pandya","R Tewatia",0.5,0.25,0,0,0,0.25
"HH Pandya","Rashid Khan",0.666666666666667,0.222222222222222,0.111111111111111,0,0,0
"HH Pandya","RP Singh",0,1,0,0,0,0
"HH Pandya","S Aravind",0,1,0,0,0,0
"HH Pandya","S Kaul",0.25,0.75,0,0,0,0
"HH Pandya","Sandeep Sharma",1,0,0,0,0,0
"HH Pandya","Shakib Al Hasan",0.333333333333333,0.666666666666667,0,0,0,0
"HH Pandya","SN Thakur",0,0.5,0,0,0.5,0
"HH Pandya","SP Narine",0.5,0.4,0,0,0,0.1
"HH Pandya","SR Watson",0,1,0,0,0,0
"HH Pandya","TA Boult",0.333333333333333,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111
"HH Pandya","TS Mills",0.75,0,0,0,0,0.25
"HH Pandya","UT Yadav",0,0.333333333333333,0.111111111111111,0,0.555555555555556,0
"HH Pandya","Washington Sundar",1,0,0,0,0,0
"HH Pandya","YS Chahal",0.25,0.25,0,0.25,0,0.25
"HH Pandya","Z Khan",0.5,0.333333333333333,0,0,0.166666666666667,0
"HM Amla","A Choudhary",0.666666666666667,0.333333333333333,0,0,0,0
"HM Amla","A Mishra",0,1,0,0,0,0
"HM Amla","A Nehra",0.272727272727273,0.272727272727273,0,0,0.363636363636364,0.0909090909090909
"HM Amla","AB Dinda",0.545454545454545,0.363636363636364,0,0,0.0909090909090909,0
"HM Amla","AJ Tye",0.444444444444444,0.111111111111111,0,0,0.333333333333333,0.111111111111111
"HM Amla","Ankit Soni",0.2,0.4,0.3,0,0,0.1
"HM Amla","B Kumar",0.5,0.3,0,0,0.2,0
"HM Amla","B Stanlake",0.2,0.6,0,0,0.2,0
"HM Amla","BA Stokes",0.333333333333333,0.666666666666667,0,0,0,0
"HM Amla","Basil Thampi",0.111111111111111,0.5,0,0,0.277777777777778,0.111111111111111
"HM Amla","BCJ Cutting",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"HM Amla","C de Grandhomme",1,0,0,0,0,0
"HM Amla","CH Morris",0.666666666666667,0.166666666666667,0,0.0833333333333333,0.0833333333333333,0
"HM Amla","CJ Jordan",0,1,0,0,0,0
"HM Amla","CR Woakes",0,0.5,0,0,0.5,0
"HM Amla","DL Chahar",0.75,0.0833333333333333,0.0833333333333333,0,0.0833333333333333,0
"HM Amla","DS Kulkarni",0.466666666666667,0.333333333333333,0.133333333333333,0,0,0.0666666666666667
"HM Amla","DT Christian",0.25,0.25,0,0,0.25,0.25
"HM Amla","Harbhajan Singh",0,0.75,0.25,0,0,0
"HM Amla","HH Pandya",0.5,0.25,0.25,0,0,0
"HM Amla","IK Pathan",0.5,0.25,0,0,0.25,0
"HM Amla","Imran Tahir",0.25,0.75,0,0,0,0
"HM Amla","Iqbal Abdulla",0.285714285714286,0.428571428571429,0.142857142857143,0,0.142857142857143,0
"HM Amla","JJ Bumrah",0.111111111111111,0.555555555555556,0.222222222222222,0,0.111111111111111,0
"HM Amla","JP Faulkner",0.0769230769230769,0.538461538461538,0.153846153846154,0,0.153846153846154,0.0769230769230769
"HM Amla","K Rabada",0.5,0.25,0.125,0,0.125,0
"HM Amla","KH Pandya",0.3125,0.5,0.0625,0,0.0625,0.0625
"HM Amla","KV Sharma",0.272727272727273,0.545454545454545,0.0909090909090909,0,0.0909090909090909,0
"HM Amla","MC Henriques",0.1,0.5,0.1,0,0.2,0.1
"HM Amla","MJ McClenaghan",0.583333333333333,0.166666666666667,0.0833333333333333,0,0.166666666666667,0
"HM Amla","Mohammed Shami",0.75,0.25,0,0,0,0
"HM Amla","Mustafizur Rahman",0.222222222222222,0.444444444444444,0,0,0.333333333333333,0
"HM Amla","NB Singh",0.75,0.25,0,0,0,0
"HM Amla","NLTC Perera",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333
"HM Amla","P Negi",0,1,0,0,0,0
"HM Amla","PJ Sangwan",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"HM Amla","PP Chawla",0,1,0,0,0,0
"HM Amla","R Ashwin",0.666666666666667,0,0,0,0.333333333333333,0
"HM Amla","R Bhatia",0,1,0,0,0,0
"HM Amla","RA Jadeja",0.1875,0.5625,0.0625,0,0.125,0.0625
"HM Amla","RD Chahar",0.5,0.5,0,0,0,0
"HM Amla","S Aravind",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333
"HM Amla","S Nadeem",0.5,0.375,0,0,0.125,0
"HM Amla","SK Raina",0,0.5,0,0,0.5,0
"HM Amla","SL Malinga",0.222222222222222,0.277777777777778,0,0,0.222222222222222,0.277777777777778
"HM Amla","SP Narine",0.8,0.2,0,0,0,0
"HM Amla","SR Watson",0.285714285714286,0.428571428571429,0.142857142857143,0,0.142857142857143,0
"HM Amla","SS Agarwal",0.25,0.5,0,0,0.25,0
"HM Amla","STR Binny",0.25,0.75,0,0,0,0
"HM Amla","TA Boult",0.571428571428571,0,0.142857142857143,0,0.285714285714286,0
"HM Amla","TG Southee",1,0,0,0,0,0
"HM Amla","TS Mills",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333
"HM Amla","UT Yadav",0,1,0,0,0,0
"HM Amla","YS Chahal",0.363636363636364,0.409090909090909,0.0454545454545455,0,0.0909090909090909,0.0909090909090909
"HM Amla","Yuvraj Singh",0,0.666666666666667,0,0,0.333333333333333,0
"HM Amla","Z Khan",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"HV Patel","A Ashish Reddy",0,1,0,0,0,0
"HV Patel","A Nehra",1,0,0,0,0,0
"HV Patel","DAJ Bracewell",1,0,0,0,0,0
"HV Patel","DJ Bravo",0.5,0.5,0,0,0,0
"HV Patel","IK Pathan",0.5,0.5,0,0,0,0
"HV Patel","JJ Bumrah",0.5,0,0,0,0,0.5
"HV Patel","L Balaji",0,0,1,0,0,0
"HV Patel","M Morkel",0,0.5,0.5,0,0,0
"HV Patel","MG Johnson",0.5,0,0,0,0.5,0
"HV Patel","MM Sharma",0,1,0,0,0,0
"HV Patel","RN ten Doeschate",0.333333333333333,0.666666666666667,0,0,0,0
"HV Patel","Shakib Al Hasan",0.375,0.5,0,0,0.125,0
"HV Patel","SP Narine",0.5,0,0,0,0,0.5
"HV Patel","TA Boult",0.666666666666667,0,0.333333333333333,0,0,0
"HV Patel","TG Southee",0.5,0,0,0,0,0.5
"HV Patel","V Pratap Singh",0,1,0,0,0,0
"I Malhotra","AB Agarkar",0,1,0,0,0,0
"I Malhotra","AM Salvi",0,0.666666666666667,0,0,0.333333333333333,0
"I Sharma","A Nehra",0,0.5,0,0,0.5,0
"I Sharma","A Singh",0,1,0,0,0,0
"I Sharma","A Zampa",1,0,0,0,0,0
"I Sharma","B Kumar",0.333333333333333,0.666666666666667,0,0,0,0
"I Sharma","BA Stokes",0.5,0.5,0,0,0,0
"I Sharma","DE Bollinger",0,1,0,0,0,0
"I Sharma","DJ Bravo",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"I Sharma","DJ Thornely",1,0,0,0,0,0
"I Sharma","FH Edwards",1,0,0,0,0,0
"I Sharma","Harbhajan Singh",0.5,0.5,0,0,0,0
"I Sharma","Harmeet Singh",0.25,0.25,0.25,0,0,0.25
"I Sharma","JD Unadkat",0.666666666666667,0.333333333333333,0,0,0,0
"I Sharma","JDP Oram",0,1,0,0,0,0
"I Sharma","Joginder Sharma",0,0.5,0.5,0,0,0
"I Sharma","Kamran Khan",0,1,0,0,0,0
"I Sharma","L Balaji",1,0,0,0,0,0
"I Sharma","M Muralitharan",0.5,0.5,0,0,0,0
"I Sharma","R Ashwin",0.6,0.4,0,0,0,0
"I Sharma","R Vinay Kumar",1,0,0,0,0,0
"I Sharma","RP Singh",1,0,0,0,0,0
"I Sharma","S Kaul",1,0,0,0,0,0
"I Sharma","SK Raina",0.5,0.5,0,0,0,0
"I Sharma","Sohail Tanvir",0,0.5,0.5,0,0,0
"I Sharma","VRV Singh",1,0,0,0,0,0
"I Sharma","Z Khan",0,0.5,0,0,0.5,0
"IC Pandey","CH Gayle",1,0,0,0,0,0
"IK Pathan","A Kumble",0.5,0.25,0,0,0,0.25
"IK Pathan","A Mishra",0.314285714285714,0.6,0.0571428571428571,0,0.0285714285714286,0
"IK Pathan","A Mithun",0.857142857142857,0,0,0,0,0.142857142857143
"IK Pathan","A Nehra",0.636363636363636,0.181818181818182,0,0,0.0909090909090909,0
"IK Pathan","A Singh",0,0,0,0,1,0
"IK Pathan","A Symonds",0.2,0.6,0.2,0,0,0
"IK Pathan","AA Jhunjhunwala",0.333333333333333,0.666666666666667,0,0,0,0
"IK Pathan","AB Agarkar",0.285714285714286,0.571428571428571,0,0,0.142857142857143,0
"IK Pathan","AB Dinda",0.111111111111111,0.555555555555556,0,0,0.333333333333333,0
"IK Pathan","AB McDonald",0,1,0,0,0,0
"IK Pathan","AD Mascarenhas",0,1,0,0,0,0
"IK Pathan","AD Mathews",0.133333333333333,0.733333333333333,0.0666666666666667,0,0,0.0666666666666667
"IK Pathan","AG Murtaza",0.636363636363636,0.272727272727273,0,0,0.0909090909090909,0
"IK Pathan","AM Salvi",0.5,0,0.5,0,0,0
"IK Pathan","Anand Rajan",0.555555555555556,0.444444444444444,0,0,0,0
"IK Pathan","Ankit Sharma",0.666666666666667,0.333333333333333,0,0,0,0
"IK Pathan","AP Dole",0.25,0.75,0,0,0,0
"IK Pathan","AR Patel",0.6,0.4,0,0,0,0
"IK Pathan","AS Rajpoot",1,0,0,0,0,0
"IK Pathan","Azhar Mahmood",0,1,0,0,0,0
"IK Pathan","B Kumar",0.5,0.5,0,0,0,0
"IK Pathan","B Lee",0.222222222222222,0.333333333333333,0.111111111111111,0,0.333333333333333,0
"IK Pathan","BA Bhatt",0,1,0,0,0,0
"IK Pathan","BW Hilfenhaus",0.5,0.5,0,0,0,0
"IK Pathan","CH Gayle",0.166666666666667,0.833333333333333,0,0,0,0
"IK Pathan","D Salunkhe",1,0,0,0,0,0
"IK Pathan","DE Bollinger",0.214285714285714,0.357142857142857,0.214285714285714,0,0.142857142857143,0.0714285714285714
"IK Pathan","DJ Bravo",0.333333333333333,0.555555555555556,0.111111111111111,0,0,0
"IK Pathan","DJ Hussey",0.538461538461538,0.307692307692308,0.0769230769230769,0,0.0769230769230769,0
"IK Pathan","DJG Sammy",0.428571428571429,0.428571428571429,0.142857142857143,0,0,0
"IK Pathan","DL Vettori",0.5,0.5,0,0,0,0
"IK Pathan","DS Kulkarni",0.666666666666667,0.333333333333333,0,0,0,0
"IK Pathan","DT Christian",0.4,0.4,0,0,0.2,0
"IK Pathan","DW Steyn",0.6875,0.25,0,0,0.0625,0
"IK Pathan","FY Fazal",0,1,0,0,0,0
"IK Pathan","GJ Maxwell",0.333333333333333,0.666666666666667,0,0,0,0
"IK Pathan","Gurkeerat Singh",0,1,0,0,0,0
"IK Pathan","Harbhajan Singh",0.32,0.44,0.16,0,0.08,0
"IK Pathan","Harmeet Singh",0.25,0.5,0.25,0,0,0
"IK Pathan","HV Patel",0.5,0.5,0,0,0,0
"IK Pathan","I Sharma",0.32,0.44,0.04,0,0.16,0.04
"IK Pathan","Iqbal Abdulla",1,0,0,0,0,0
"IK Pathan","JA Morkel",0.259259259259259,0.296296296296296,0.185185185185185,0,0.185185185185185,0.0740740740740741
"IK Pathan","Jaskaran Singh",1,0,0,0,0,0
"IK Pathan","JD Ryder",0.375,0.375,0.125,0,0.125,0
"IK Pathan","JD Unadkat",0.5,0.375,0,0,0.125,0
"IK Pathan","JDP Oram",0,1,0,0,0,0
"IK Pathan","JH Kallis",0.473684210526316,0.315789473684211,0.105263157894737,0,0,0.105263157894737
"IK Pathan","Joginder Sharma",0.5,0.5,0,0,0,0
"IK Pathan","JP Duminy",0.5,0.5,0,0,0,0
"IK Pathan","JP Faulkner",0.555555555555556,0.222222222222222,0.111111111111111,0,0.111111111111111,0
"IK Pathan","KA Pollard",0.333333333333333,0.666666666666667,0,0,0,0
"IK Pathan","Kamran Khan",1,0,0,0,0,0
"IK Pathan","KH Pandya",1,0,0,0,0,0
"IK Pathan","KK Cooper",0.4,0.4,0.2,0,0,0
"IK Pathan","KV Sharma",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"IK Pathan","KW Richardson",0.5,0.375,0.125,0,0,0
"IK Pathan","L Balaji",0.578947368421053,0.210526315789474,0.105263157894737,0,0.0526315789473684,0.0526315789473684
"IK Pathan","M de Lange",0,0.4,0.2,0,0,0.4
"IK Pathan","M Kartik",0,1,0,0,0,0
"IK Pathan","M Muralitharan",0.466666666666667,0.266666666666667,0.0666666666666667,0,0.133333333333333,0.0666666666666667
"IK Pathan","M Ntini",0.6,0.4,0,0,0,0
"IK Pathan","MA Starc",0.5,0,0,0,0.5,0
"IK Pathan","MC Henriques",0.4,0.2,0,0,0.4,0
"IK Pathan","MF Maharoof",0.444444444444444,0.333333333333333,0.111111111111111,0,0,0.111111111111111
"IK Pathan","MM Patel",0.25,0.375,0,0.125,0.25,0
"IK Pathan","MM Sharma",0,1,0,0,0,0
"IK Pathan","Mohammad Asif",0.4,0.2,0,0,0.4,0
"IK Pathan","MS Gony",0.476190476190476,0.19047619047619,0.0952380952380952,0,0.19047619047619,0.0476190476190476
"IK Pathan","NLTC Perera",0.25,0.75,0,0,0,0
"IK Pathan","P Amarnath",0,0.333333333333333,0,0,0.666666666666667,0
"IK Pathan","P Awana",0.25,0.125,0.125,0,0.5,0
"IK Pathan","P Kumar",0.411764705882353,0.352941176470588,0,0.0588235294117647,0.117647058823529,0.0588235294117647
"IK Pathan","P Parameswaran",0,1,0,0,0,0
"IK Pathan","Pankaj Singh",0,1,0,0,0,0
"IK Pathan","PC Valthaty",0.666666666666667,0.333333333333333,0,0,0,0
"IK Pathan","PJ Sangwan",0.2,0.3,0.1,0,0.2,0.2
"IK Pathan","PP Chawla",0.368421052631579,0.473684210526316,0.0526315789473684,0,0.105263157894737,0
"IK Pathan","PP Ojha",0.357142857142857,0.5,0.142857142857143,0,0,0
"IK Pathan","PV Tambe",0,1,0,0,0,0
"IK Pathan","R Ashwin",0.347826086956522,0.478260869565217,0.0434782608695652,0,0.0434782608695652,0.0869565217391304
"IK Pathan","R Bhatia",0.1875,0.6875,0.0625,0,0.0625,0
"IK Pathan","R Dhawan",0.5,0.5,0,0,0,0
"IK Pathan","R Rampaul",0.384615384615385,0.230769230769231,0,0,0.153846153846154,0.230769230769231
"IK Pathan","R Sharma",0,1,0,0,0,0
"IK Pathan","R Vinay Kumar",0.222222222222222,0.555555555555556,0,0,0.222222222222222,0
"IK Pathan","RA Jadeja",1,0,0,0,0,0
"IK Pathan","RE van der Merwe",0.4,0.2,0.2,0,0.2,0
"IK Pathan","RG Sharma",0.285714285714286,0.571428571428571,0,0,0,0.142857142857143
"IK Pathan","RJ Harris",0.5,0.166666666666667,0,0,0.333333333333333,0
"IK Pathan","RJ Peterson",1,0,0,0,0,0
"IK Pathan","RP Singh",0.193548387096774,0.32258064516129,0.161290322580645,0,0.193548387096774,0.129032258064516
"IK Pathan","RR Powar",0.25,0.5,0,0,0,0.25
"IK Pathan","S Aravind",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333
"IK Pathan","S Dhawan",1,0,0,0,0,0
"IK Pathan","Sandeep Sharma",1,0,0,0,0,0
"IK Pathan","SB Jakati",0.333333333333333,0.666666666666667,0,0,0,0
"IK Pathan","SC Ganguly",0.375,0.5,0,0,0,0.125
"IK Pathan","SE Bond",0.25,0.25,0.25,0,0.25,0
"IK Pathan","Shakib Al Hasan",0.5,0.25,0.25,0,0,0
"IK Pathan","Shoaib Ahmed",0,1,0,0,0,0
"IK Pathan","SK Raina",0.454545454545455,0.545454545454545,0,0,0,0
"IK Pathan","SK Trivedi",0.476190476190476,0.428571428571429,0.0952380952380952,0,0,0
"IK Pathan","SK Warne",0.291666666666667,0.458333333333333,0,0,0.166666666666667,0.0833333333333333
"IK Pathan","SL Malinga",0.388888888888889,0.5,0,0,0.0555555555555556,0.0555555555555556
"IK Pathan","SM Harwood",0.5,0.5,0,0,0,0
"IK Pathan","SM Pollock",0,1,0,0,0,0
"IK Pathan","SP Narine",0.368421052631579,0.421052631578947,0.105263157894737,0,0.0526315789473684,0.0526315789473684
"IK Pathan","SR Watson",0.5,0.25,0.125,0,0.125,0
"IK Pathan","ST Jayasuriya",0,1,0,0,0,0
"IK Pathan","SW Tait",0.5,0,0,0,0.5,0
"IK Pathan","T Thushara",0.4,0,0.6,0,0,0
"IK Pathan","TL Suman",0.666666666666667,0,0,0,0.333333333333333,0
"IK Pathan","TM Dilshan",1,0,0,0,0,0
"IK Pathan","Umar Gul",0.470588235294118,0.411764705882353,0.117647058823529,0,0,0
"IK Pathan","UT Yadav",0.25,0.75,0,0,0,0
"IK Pathan","VS Yeligati",0.25,0.5,0,0,0,0.25
"IK Pathan","VY Mahesh",0.142857142857143,0.571428571428571,0.285714285714286,0,0,0
"IK Pathan","WD Parnell",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"IK Pathan","WPUJC Vaas",0.25,0.5,0,0,0,0.25
"IK Pathan","YK Pathan",0.291666666666667,0.458333333333333,0.125,0,0.0833333333333333,0.0416666666666667
"IK Pathan","Yuvraj Singh",0.333333333333333,0.5,0.166666666666667,0,0,0
"IK Pathan","Z Khan",0.3,0.4,0.15,0,0.15,0
"Imran Tahir","A Mishra",1,0,0,0,0,0
"Imran Tahir","A Nehra",0,0,1,0,0,0
"Imran Tahir","AR Patel",0.75,0,0,0,0.25,0
"Imran Tahir","BCJ Cutting",0.75,0,0,0,0.25,0
"Imran Tahir","D Wiese",0,1,0,0,0,0
"Imran Tahir","DJ Bravo",1,0,0,0,0,0
"Imran Tahir","HV Patel",0,1,0,0,0,0
"Imran Tahir","MA Starc",0.5,0.5,0,0,0,0
"Imran Tahir","MJ McClenaghan",0.833333333333333,0,0,0,0.166666666666667,0
"Imran Tahir","R Vinay Kumar",0,1,0,0,0,0
"Imran Tahir","STR Binny",1,0,0,0,0,0
"Iqbal Abdulla","Anand Rajan",0.333333333333333,0.666666666666667,0,0,0,0
"Iqbal Abdulla","B Kumar",0.5,0,0,0,0.5,0
"Iqbal Abdulla","CH Morris",0.5,0.5,0,0,0,0
"Iqbal Abdulla","DJ Bravo",0.461538461538462,0.307692307692308,0,0,0.230769230769231,0
"Iqbal Abdulla","DR Smith",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"Iqbal Abdulla","Harbhajan Singh",0.333333333333333,0.666666666666667,0,0,0,0
"Iqbal Abdulla","HH Pandya",0.666666666666667,0.333333333333333,0,0,0,0
"Iqbal Abdulla","JJ Bumrah",0.5,0.125,0,0,0.375,0
"Iqbal Abdulla","KK Cooper",0.5,0.5,0,0,0,0
"Iqbal Abdulla","M Muralitharan",0.666666666666667,0.333333333333333,0,0,0,0
"Iqbal Abdulla","MF Maharoof",0.5,0.5,0,0,0,0
"Iqbal Abdulla","MG Johnson",1,0,0,0,0,0
"Iqbal Abdulla","MJ McClenaghan",0.5,0.5,0,0,0,0
"Iqbal Abdulla","P Kumar",0.5,0,0.5,0,0,0
"Iqbal Abdulla","PJ Cummins",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"Iqbal Abdulla","R Vinay Kumar",0.25,0.25,0.5,0,0,0
"Iqbal Abdulla","RA Jadeja",0.5,0.5,0,0,0,0
"Iqbal Abdulla","RE van der Merwe",0,1,0,0,0,0
"Iqbal Abdulla","RP Singh",0,0.666666666666667,0,0,0.333333333333333,0
"Iqbal Abdulla","SB Jakati",0.166666666666667,0.666666666666667,0,0,0,0.166666666666667
"Iqbal Abdulla","SL Malinga",0.454545454545455,0.454545454545455,0,0,0.0909090909090909,0
"Iqbal Abdulla","TG Southee",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"IR Jaggi","A Nehra",0,0.666666666666667,0.333333333333333,0,0,0
"IR Jaggi","A Singh",0.5,0.166666666666667,0,0,0.333333333333333,0
"IR Jaggi","AC Thomas",0,0.666666666666667,0,0.333333333333333,0,0
"IR Jaggi","B Lee",0.75,0.25,0,0,0,0
"IR Jaggi","Bipul Sharma",0,1,0,0,0,0
"IR Jaggi","CJ Jordan",1,0,0,0,0,0
"IR Jaggi","Harbhajan Singh",1,0,0,0,0,0
"IR Jaggi","Iqbal Abdulla",0.857142857142857,0,0.142857142857143,0,0,0
"IR Jaggi","J Botha",0.285714285714286,0.428571428571429,0.142857142857143,0,0.142857142857143,0
"IR Jaggi","JDP Oram",0.666666666666667,0.333333333333333,0,0,0,0
"IR Jaggi","JJ Bumrah",1,0,0,0,0,0
"IR Jaggi","KH Pandya",0.166666666666667,0.833333333333333,0,0,0,0
"IR Jaggi","KV Sharma",0.6,0.4,0,0,0,0
"IR Jaggi","L Balaji",0.5,0.5,0,0,0,0
"IR Jaggi","MG Johnson",0.333333333333333,0,0,0.333333333333333,0.333333333333333,0
"IR Jaggi","MM Patel",0.8,0.2,0,0,0,0
"IR Jaggi","MN Samuels",0.5,0.5,0,0,0,0
"IR Jaggi","R Bhatia",0,1,0,0,0,0
"IR Jaggi","Rashid Khan",0.333333333333333,0.666666666666667,0,0,0,0
"IR Jaggi","RP Singh",0,1,0,0,0,0
"IR Jaggi","S Kaul",0,1,0,0,0,0
"IR Jaggi","SK Trivedi",0,1,0,0,0,0
"IR Jaggi","SK Warne",0.666666666666667,0.222222222222222,0.111111111111111,0,0,0
"IR Jaggi","SL Malinga",0.444444444444444,0.222222222222222,0.111111111111111,0,0.222222222222222,0
"IR Jaggi","SP Narine",0.5,0.5,0,0,0,0
"Ishan Kishan","A Mishra",0.333333333333333,0,0.333333333333333,0,0.333333333333333,0
"Ishan Kishan","AF Milne",1,0,0,0,0,0
"Ishan Kishan","AR Patel",0,0.7,0.2,0,0.1,0
"Ishan Kishan","B Kumar",0.428571428571429,0.285714285714286,0,0,0.285714285714286,0
"Ishan Kishan","BA Stokes",1,0,0,0,0,0
"Ishan Kishan","CJ Anderson",0.333333333333333,0.666666666666667,0,0,0,0
"Ishan Kishan","CR Woakes",0.5,0.5,0,0,0,0
"Ishan Kishan","GJ Maxwell",0.2,0.2,0.2,0,0.4,0
"Ishan Kishan","Gurkeerat Singh",0.5,0.5,0,0,0,0
"Ishan Kishan","Harbhajan Singh",0.4375,0.375,0,0,0.1875,0
"Ishan Kishan","HH Pandya",0,1,0,0,0,0
"Ishan Kishan","Imran Tahir",0.714285714285714,0,0,0,0.285714285714286,0
"Ishan Kishan","JD Unadkat",0.285714285714286,0.285714285714286,0.285714285714286,0,0,0.142857142857143
"Ishan Kishan","JJ Bumrah",0.375,0.5,0,0,0.125,0
"Ishan Kishan","JP Duminy",0.5,0.5,0,0,0,0
"Ishan Kishan","K Rabada",0.5,0.5,0,0,0,0
"Ishan Kishan","KC Cariappa",0.428571428571429,0.428571428571429,0,0,0.142857142857143,0
"Ishan Kishan","KH Pandya",0.333333333333333,0.666666666666667,0,0,0,0
"Ishan Kishan","Kuldeep Yadav",0.8,0.2,0,0,0,0
"Ishan Kishan","MC Henriques",0.5,0.5,0,0,0,0
"Ishan Kishan","MG Johnson",0.5,0.25,0,0,0.25,0
"Ishan Kishan","MJ McClenaghan",0.5,0.214285714285714,0,0,0.214285714285714,0.0714285714285714
"Ishan Kishan","MM Sharma",0.2,0.6,0.2,0,0,0
"Ishan Kishan","Mohammad Nabi",0.444444444444444,0.555555555555556,0,0,0,0
"Ishan Kishan","Mohammed Shami",0.642857142857143,0.142857142857143,0,0,0.142857142857143,0.0714285714285714
"Ishan Kishan","Mohammed Siraj",0.25,0.375,0,0,0.25,0.125
"Ishan Kishan","MP Stoinis",0.428571428571429,0.571428571428571,0,0,0,0
"Ishan Kishan","NLTC Perera",1,0,0,0,0,0
"Ishan Kishan","NM Coulter-Nile",0.666666666666667,0.333333333333333,0,0,0,0
"Ishan Kishan","P Sahu",0.5,0,0.25,0,0.25,0
"Ishan Kishan","PJ Cummins",0.25,0.75,0,0,0,0
"Ishan Kishan","Rashid Khan",0.4,0.4,0,0,0,0.2
"Ishan Kishan","S Aravind",0.428571428571429,0.0714285714285714,0.0714285714285714,0,0.214285714285714,0.214285714285714
"Ishan Kishan","S Badree",0.625,0,0,0,0.375,0
"Ishan Kishan","S Kaul",0.4,0.2,0.1,0,0.1,0.2
"Ishan Kishan","S Nadeem",0.5,0.5,0,0,0,0
"Ishan Kishan","Sandeep Sharma",0.3,0.5,0,0,0.2,0
"Ishan Kishan","SL Malinga",0.6,0.3,0,0,0,0.1
"Ishan Kishan","SP Narine",0,1,0,0,0,0
"Ishan Kishan","T Natarajan",1,0,0,0,0,0
"Ishan Kishan","TM Head",0,0.8,0,0,0,0.2
"Ishan Kishan","Washington Sundar",0.7,0.1,0,0,0.1,0.1
"Ishan Kishan","Z Khan",0.4,0.4,0,0,0.2,0
"J Arunkumar","AB Dinda",0.666666666666667,0.111111111111111,0,0,0.222222222222222,0
"J Arunkumar","I Sharma",0.666666666666667,0.333333333333333,0,0,0,0
"J Arunkumar","IK Pathan",1,0,0,0,0,0
"J Arunkumar","S Sreesanth",0.5,0.5,0,0,0,0
"J Arunkumar","Sohail Tanvir",1,0,0,0,0,0
"J Arunkumar","Umar Gul",0.5,0,0,0,0.5,0
"J Botha","A Mishra",0.333333333333333,0.5,0.1,0.0333333333333333,0.0333333333333333,0
"J Botha","AA Kazi",0.428571428571429,0.428571428571429,0,0,0.142857142857143,0
"J Botha","AB Agarkar",0.666666666666667,0,0,0,0.333333333333333,0
"J Botha","AB Dinda",0,0.666666666666667,0,0,0.333333333333333,0
"J Botha","AC Thomas",1,0,0,0,0,0
"J Botha","AD Mathews",0,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"J Botha","AG Murtaza",0.428571428571429,0.428571428571429,0.142857142857143,0,0,0
"J Botha","AM Salvi",0.25,0.5,0.125,0,0.125,0
"J Botha","Anand Rajan",0.75,0,0.125,0,0.125,0
"J Botha","Anureet Singh",1,0,0,0,0,0
"J Botha","AR Patel",0,1,0,0,0,0
"J Botha","Azhar Mahmood",0.2,0.4,0,0,0.4,0
